type,latitude,longitude,course,distance (km),distance_interval (m),name,desc
T,36.652303000,-87.014004000,282.4,72.920,48.87,,
T,36.652356000,-87.014274000,283.7,72.945,24.85,,
T,36.652446000,-87.014684000,285.3,72.983,38.00,,
T,36.652547000,-87.015091000,287.2,73.021,38.08,,
T,36.652621000,-87.015359000,289.0,73.046,25.33,,
T,36.652779000,-87.015889000,290.4,73.097,50.53,,
T,36.653529000,-87.018268000,291.5,73.325,228.42,,
T,36.654490000,-87.021342000,291.3,73.620,294.82,,
T,36.654644000,-87.021834000,291.3,73.667,47.19,,
T,36.654959000,-87.022839000,291.3,73.764,96.42,,
T,36.655372000,-87.024076000,292.6,73.883,119.72,,
T,36.655419000,-87.024196000,296.0,73.895,11.93,,
T,36.655523000,-87.024433000,298.7,73.919,24.13,,
T,36.655583000,-87.024553000,301.9,73.932,12.63,,
T,36.655641000,-87.024657000,304.8,73.943,11.31,,
T,36.655781000,-87.024907000,304.9,73.971,27.22,,
T,36.655905000,-87.025102000,308.4,73.993,22.21,,
T,36.655964000,-87.025366000,285.6,74.017,24.50,,
T,36.656022000,-87.025801000,279.4,74.057,39.42,,
T,36.656053000,-87.025972000,282.7,74.072,15.67,,
T,36.656100000,-87.026150000,288.2,74.089,16.75,,
T,36.656153000,-87.026297000,294.2,74.104,14.40,,
T,36.657343000,-87.029003000,298.7,74.379,275.64,,
T,36.657562000,-87.029492000,299.2,74.429,50.02,,
T,36.657774000,-87.029991000,297.9,74.480,50.44,,
T,36.657856000,-87.030224000,293.7,74.502,22.73,,
T,36.657886000,-87.030336000,288.5,74.513,10.55,,
T,36.657913000,-87.030466000,284.5,74.525,12.00,,
T,36.657925000,-87.030565000,278.6,74.534,8.95,,
T,36.657939000,-87.030675000,279.0,74.544,9.96,,
T,36.657948000,-87.030847000,273.7,74.559,15.41,,
T,36.657944000,-87.031064000,268.7,74.579,19.41,,
T,36.657903000,-87.031507000,263.4,74.619,39.87,,
T,36.657703000,-87.032966000,260.3,74.751,132.32,,
T,36.656669000,-87.040832000,260.7,75.463,712.60,,
T,36.656638000,-87.041135000,262.7,75.491,27.31,,
T,36.656593000,-87.041738000,264.7,75.545,54.15,,
T,36.656583000,-87.042071000,267.9,75.575,29.79,,
T,36.656580000,-87.042183000,268.1,75.585,10.02,,
T,36.656580000,-87.042280000,270.0,75.593,8.67,,
T,36.656579000,-87.042639000,269.8,75.625,32.10,,
T,36.656591000,-87.043199000,271.5,75.676,50.09,,
T,36.656718000,-87.046129000,273.1,75.938,262.35,,
T,36.656788000,-87.048042000,272.6,76.109,171.22,,
T,36.656797000,-87.048532000,271.3,76.153,43.82,,
T,36.656784000,-87.048862000,267.2,76.182,29.54,,
T,36.656762000,-87.049094000,263.3,76.203,20.89,,
T,36.656726000,-87.049369000,260.7,76.228,24.91,,
T,36.656681000,-87.049640000,258.3,76.253,24.74,,
T,36.656562000,-87.050250000,256.3,76.309,56.12,,
T,36.656541000,-87.050353000,255.7,76.319,9.50,,
T,36.655840000,-87.053895000,256.1,76.645,326.11,,
T,36.655583000,-87.055114000,255.3,76.757,112.66,,
T,36.655520000,-87.055384000,253.8,76.783,25.13,,
T,36.655393000,-87.055891000,252.7,76.830,47.47,,
T,36.655172000,-87.056717000,251.6,76.908,77.82,,
T,36.654867000,-87.057824000,251.0,77.012,104.61,,
T,36.654231000,-87.060071000,250.6,77.225,212.95,,
T,36.654167000,-87.060296000,250.5,77.247,21.33,,
T,36.654054000,-87.060713000,251.3,77.286,39.34,,
T,36.653995000,-87.060937000,251.8,77.307,21.07,,
T,36.653945000,-87.061165000,254.7,77.328,21.13,,
T,36.653908000,-87.061391000,258.5,77.349,20.62,,
T,36.653889000,-87.061617000,264.0,77.369,20.32,,
T,36.653890000,-87.061845000,270.3,77.390,20.39,,
T,36.653908000,-87.062075000,275.6,77.410,20.66,,
T,36.653942000,-87.062306000,280.4,77.431,21.00,,
T,36.653979000,-87.062503000,283.2,77.449,18.09,,
T,36.654142000,-87.063325000,283.9,77.525,75.69,,
T,36.654222000,-87.063732000,283.8,77.562,37.46,,
T,36.654467000,-87.065013000,283.4,77.680,117.72,,
T,36.654925000,-87.067367000,283.6,77.897,216.53,,
T,36.655109000,-87.068350000,283.1,77.987,90.23,,
T,36.655188000,-87.068827000,281.7,78.030,43.54,,
T,36.655217000,-87.069064000,278.7,78.052,21.43,,
T,36.655239000,-87.069299000,276.7,78.073,21.15,,
T,36.655255000,-87.069585000,274.0,78.099,25.63,,
T,36.655318000,-87.072071000,271.8,78.321,222.39,,
T,36.655366000,-87.074329000,271.5,78.523,201.96,,
T,36.655392000,-87.074954000,273.0,78.579,55.96,,
T,36.655400000,-87.075141000,273.1,78.596,16.74,,
T,36.655412000,-87.075385000,273.5,78.618,21.86,,
T,36.655438000,-87.075925000,273.4,78.666,48.37,,
T,36.655575000,-87.078161000,274.4,78.866,200.50,,
T,36.655597000,-87.078642000,273.3,78.910,43.08,,
T,36.655593000,-87.078886000,268.8,78.931,21.82,,
T,36.655573000,-87.079131000,264.2,78.953,22.02,,
T,36.655525000,-87.079401000,257.5,78.978,24.72,,
T,36.655469000,-87.079620000,252.3,78.999,20.54,,
T,36.655283000,-87.080184000,247.7,79.053,54.49,,
T,36.655040000,-87.080869000,246.1,79.120,66.92,,
T,36.655008000,-87.080961000,246.6,79.129,8.96,,
T,36.654226000,-87.083226000,246.7,79.349,220.33,,
T,36.653987000,-87.083878000,245.4,79.413,64.05,,
T,36.653820000,-87.084288000,243.1,79.455,41.08,,
T,36.653731000,-87.084486000,240.7,79.475,20.27,,
T,36.653636000,-87.084682000,238.9,79.495,20.45,,
T,36.653434000,-87.085068000,236.9,79.536,41.15,,
T,36.653011000,-87.085827000,235.2,79.619,82.52,,
T,36.652905000,-87.086007000,233.7,79.639,19.93,,
T,36.652509000,-87.086715000,235.1,79.716,77.06,,
T,36.651874000,-87.087815000,234.3,79.837,120.99,,
T,36.651664000,-87.088186000,234.8,79.877,40.54,,
T,36.651510000,-87.088488000,237.6,79.909,31.96,,
T,36.651431000,-87.088669000,241.5,79.928,18.41,,
T,36.651374000,-87.088858000,249.4,79.946,18.04,,
T,36.651344000,-87.089048000,258.9,79.963,17.31,,
T,36.651338000,-87.089237000,267.7,79.980,16.91,,
T,36.651353000,-87.089420000,275.8,79.997,16.45,,
T,36.651384000,-87.089596000,282.4,80.013,16.11,,
T,36.651434000,-87.089771000,289.6,80.029,16.60,,
T,36.651505000,-87.089958000,295.3,80.048,18.48,,
T,36.651696000,-87.090386000,299.1,80.091,43.75,,
T,36.652039000,-87.091122000,300.2,80.167,76.02,,
T,36.652875000,-87.092914000,300.2,80.353,185.15,,
T,36.653077000,-87.093374000,298.7,80.399,46.84,,
T,36.653166000,-87.093616000,294.6,80.423,23.79,,
T,36.653242000,-87.093864000,290.9,80.447,23.72,,
T,36.653309000,-87.094118000,288.2,80.471,23.90,,
T,36.653431000,-87.094629000,286.6,80.519,47.65,,
T,36.653544000,-87.095141000,285.4,80.566,47.47,,
T,36.653801000,-87.096422000,284.0,80.684,118.04,,
T,36.653913000,-87.096920000,285.7,80.730,46.23,,
T,36.654112000,-87.097670000,288.3,80.801,70.60,,
T,36.654409000,-87.098710000,289.6,80.900,98.66,,
T,36.654601000,-87.099345000,290.7,80.960,60.64,,
T,36.654649000,-87.099503000,290.7,80.975,15.10,,
T,36.654897000,-87.100290000,291.4,81.051,75.56,,
T,36.655476000,-87.102072000,292.0,81.223,171.80,,
T,36.655724000,-87.102809000,292.8,81.294,71.41,,
T,36.655812000,-87.103050000,294.5,81.318,23.66,,
T,36.655907000,-87.103285000,296.7,81.341,23.51,,
T,36.656305000,-87.104204000,298.4,81.434,93.29,,
T,36.656500000,-87.104676000,297.2,81.482,47.43,,
T,36.656691000,-87.105155000,296.4,81.530,47.79,,
T,36.656946000,-87.105819000,295.6,81.595,65.77,,
T,36.658392000,-87.109630000,295.3,81.972,376.63,,
T,36.660393000,-87.114935000,295.2,82.496,523.71,,
T,36.660833000,-87.116100000,295.2,82.611,115.03,,
T,36.661270000,-87.117219000,296.0,82.722,111.18,,
T,36.661351000,-87.117444000,294.2,82.744,22.03,,
T,36.661420000,-87.117674000,290.5,82.766,21.94,,
T,36.661471000,-87.117908000,285.2,82.788,21.67,,
T,36.661503000,-87.118151000,279.3,82.810,22.01,,
T,36.661523000,-87.118398000,275.8,82.832,22.19,,
T,36.661605000,-87.119686000,274.5,82.947,115.51,,
T,36.661605000,-87.119754000,270.0,82.953,6.08,,
T,36.661627000,-87.119948000,278.0,82.971,17.52,,
T,36.661782000,-87.121520000,277.0,83.113,141.59,,
T,36.661933000,-87.122954000,277.5,83.242,129.30,,
T,36.661981000,-87.123370000,278.2,83.279,37.57,,
T,36.662009000,-87.123561000,280.4,83.297,17.36,,
T,36.662050000,-87.123753000,284.9,83.315,17.76,,
T,36.662096000,-87.123893000,292.3,83.328,13.52,,
T,36.662160000,-87.124028000,300.6,83.342,14.00,,
T,36.662227000,-87.124129000,309.6,83.354,11.70,,
T,36.662239000,-87.124148000,308.2,83.356,2.16,,
T,36.662342000,-87.124257000,319.7,83.371,15.02,,
T,36.662473000,-87.124368000,325.8,83.389,17.60,,
T,36.664712000,-87.126076000,328.5,83.680,291.64,,
T,36.665400000,-87.126625000,327.4,83.771,90.76,,
T,36.666065000,-87.127204000,325.1,83.861,90.14,,
T,36.666385000,-87.127492000,324.2,83.905,43.86,,
T,36.666898000,-87.127954000,324.2,83.975,70.33,,
T,36.667244000,-87.128280000,322.9,84.023,48.20,,
T,36.667995000,-87.129015000,321.9,84.130,106.13,,
T,36.668236000,-87.129251000,321.9,84.164,34.06,,
T,36.669582000,-87.130552000,322.2,84.353,189.31,,
T,36.670015000,-87.130976000,321.9,84.414,61.20,,
T,36.670248000,-87.131204000,321.9,84.447,32.92,,
T,36.670384000,-87.131352000,318.9,84.467,20.07,,
T,36.670661000,-87.131636000,320.6,84.507,39.87,,
T,36.671083000,-87.132118000,317.5,84.571,63.64,,
T,36.671426000,-87.132455000,321.8,84.619,48.54,,
T,36.671698000,-87.132722000,321.8,84.658,38.48,,
T,36.671838000,-87.132884000,317.1,84.679,21.24,,
T,36.671973000,-87.133057000,314.2,84.700,21.53,,
T,36.672052000,-87.133174000,310.1,84.714,13.65,,
T,36.672098000,-87.133242000,310.1,84.722,7.94,,
T,36.672209000,-87.133440000,305.0,84.744,21.56,,
T,36.672307000,-87.133652000,300.0,84.765,21.85,,
T,36.672390000,-87.133876000,294.8,84.788,22.04,,
T,36.672456000,-87.134109000,289.5,84.810,22.08,,
T,36.672510000,-87.134348000,285.7,84.832,22.19,,
T,36.672800000,-87.135803000,284.0,84.966,133.99,,
T,36.672956000,-87.136542000,284.7,85.034,68.29,,
T,36.673295000,-87.138060000,285.6,85.175,140.81,,
T,36.673689000,-87.139782000,285.9,85.335,160.02,,
T,36.673982000,-87.141114000,285.3,85.458,123.43,,
T,36.674568000,-87.143669000,286.0,85.696,237.47,,
T,36.674582000,-87.143730000,286.0,85.701,5.67,,
T,36.674638000,-87.143945000,288.0,85.722,20.20,,
T,36.674702000,-87.144146000,291.7,85.741,19.32,,
T,36.674783000,-87.144330000,298.8,85.760,18.74,,
T,36.674883000,-87.144499000,306.4,85.778,18.74,,
T,36.674997000,-87.144654000,312.5,85.797,18.76,,
T,36.677192000,-87.147236000,316.7,86.133,335.56,,
T,36.678003000,-87.148214000,316.0,86.258,125.47,,
T,36.678228000,-87.148507000,313.8,86.294,36.18,,
T,36.678302000,-87.148614000,310.8,86.307,12.61,,
T,36.678321000,-87.148642000,310.2,86.310,3.27,,
T,36.678528000,-87.148991000,306.5,86.349,38.74,,
T,36.678604000,-87.149103000,310.2,86.362,13.09,,
T,36.676777000,-87.151876000,230.6,86.682,320.22,,
T,36.676505000,-87.152288000,230.5,86.730,47.62,,
T,36.676449000,-87.152373000,230.6,86.740,9.82,,
T,36.675664000,-87.153564000,230.6,86.877,137.56,,
T,36.674514000,-87.155303000,230.5,87.079,201.12,,
T,36.674245000,-87.155710000,230.5,87.126,47.06,,
T,36.673703000,-87.156529000,230.5,87.220,94.75,,
T,36.673578000,-87.156712000,229.6,87.242,21.45,,
T,36.673478000,-87.156859000,229.7,87.259,17.20,,
T,36.673250000,-87.157177000,228.2,87.297,38.06,,
T,36.673150000,-87.157310000,226.8,87.313,16.26,,
T,36.672944000,-87.157586000,227.1,87.347,33.63,,
T,36.672787000,-87.157787000,225.8,87.372,25.03,,
T,36.672466000,-87.158180000,224.5,87.422,50.03,,
T,36.672131000,-87.158566000,222.7,87.473,50.72,,
T,36.669564000,-87.161444000,222.0,87.857,383.85,,
T,36.668465000,-87.162677000,222.0,88.021,164.39,,
T,36.668345000,-87.162812000,222.1,88.039,17.97,,
T,36.667081000,-87.164233000,222.0,88.228,189.24,,
T,36.663335000,-87.168444000,222.0,88.789,560.83,,
T,36.661831000,-87.170128000,221.9,89.014,224.77,,
T,36.661467000,-87.170538000,222.1,89.068,54.55,,
T,36.659444000,-87.172811000,222.0,89.371,302.81,,
T,36.659382000,-87.172881000,222.2,89.380,9.30,,
T,36.659292000,-87.172986000,223.1,89.394,13.71,,
T,36.659157000,-87.173142000,222.8,89.415,20.47,,
T,36.658872000,-87.173497000,225.0,89.459,44.81,,
T,36.658673000,-87.173769000,227.6,89.492,32.85,,
T,36.658570000,-87.173933000,231.9,89.511,18.59,,
T,36.658493000,-87.174037000,227.3,89.523,12.63,,
T,36.657970000,-87.174947000,234.4,89.623,99.94,,
T,36.657793000,-87.175288000,237.1,89.660,36.27,,
T,36.657481000,-87.175872000,236.3,89.722,62.65,,
T,36.657162000,-87.176494000,237.4,89.788,65.92,,
T,36.655943000,-87.178850000,237.2,90.039,250.35,,
T,36.655617000,-87.179476000,237.0,90.105,66.64,,
T,36.654304000,-87.181998000,237.0,90.374,268.48,,
T,36.654262000,-87.182079000,237.1,90.382,8.61,,
T,36.653753000,-87.183063000,237.2,90.487,104.55,,
T,36.651804000,-87.186833000,237.2,90.887,400.51,,
T,36.651691000,-87.187039000,235.6,90.910,22.28,,
T,36.651027000,-87.188320000,237.1,91.046,136.20,,
T,36.650759000,-87.188836000,237.1,91.101,54.89,,
T,36.649420000,-87.191419000,237.1,91.375,274.64,,
T,36.649205000,-87.191831000,237.0,91.419,43.89,,
T,36.649005000,-87.192214000,236.9,91.460,40.81,,
T,36.648854000,-87.192504000,237.0,91.491,30.87,,
T,36.648566000,-87.193055000,236.9,91.550,58.73,,
T,36.648037000,-87.194075000,237.1,91.658,108.47,,
T,36.647787000,-87.194517000,234.8,91.706,48.29,,
T,36.647576000,-87.194983000,240.6,91.754,47.80,,
T,36.647455000,-87.195206000,235.9,91.778,24.04,,
T,36.647396000,-87.195320000,237.2,91.790,12.12,,
T,36.647290000,-87.195525000,237.2,91.812,21.78,,
T,36.647193000,-87.195711000,237.0,91.832,19.81,,
T,36.647093000,-87.195903000,237.0,91.852,20.44,,
T,36.646995000,-87.196093000,237.3,91.873,20.17,,
T,36.646553000,-87.196944000,237.1,91.963,90.54,,
T,36.646550000,-87.197272000,269.3,91.992,29.33,,
T,36.646557000,-87.197720000,271.1,92.033,40.07,,
T,36.646575000,-87.197953000,275.5,92.053,20.93,,
T,36.646610000,-87.198215000,279.5,92.077,23.75,,
T,36.646645000,-87.198382000,284.6,92.093,15.43,,
T,36.646692000,-87.198547000,289.5,92.108,15.65,,
T,36.646749000,-87.198710000,293.5,92.124,15.89,,
T,36.646816000,-87.198872000,297.3,92.140,16.28,,
T,36.646894000,-87.199031000,301.4,92.157,16.65,,
T,36.646987000,-87.199182000,307.5,92.174,17.00,,
T,36.647089000,-87.199327000,311.2,92.191,17.21,,
T,36.647203000,-87.199465000,315.8,92.209,17.67,,
T,36.647255000,-87.199519000,320.2,92.217,7.52,,
T,36.647326000,-87.199593000,320.1,92.227,10.29,,
T,36.647457000,-87.199714000,323.5,92.245,18.12,,
T,36.647790000,-87.200002000,325.2,92.290,45.04,,
T,36.648102000,-87.200248000,327.7,92.331,41.02,,
T,36.651365000,-87.202789000,328.0,92.758,427.48,,
T,36.652453000,-87.203650000,327.6,92.902,143.19,,
T,36.654213000,-87.205024000,327.9,93.132,230.74,,
T,36.655099000,-87.205723000,327.7,93.249,116.50,,
T,36.655555000,-87.206083000,327.7,93.309,59.97,,
T,36.657833000,-87.207870000,327.8,93.608,299.05,,
T,36.658714000,-87.208569000,327.5,93.724,116.03,,
T,36.658927000,-87.208740000,327.2,93.752,28.15,,
T,36.659922000,-87.209511000,328.1,93.882,130.17,,
T,36.662435000,-87.211499000,327.6,94.213,330.70,,
T,36.663017000,-87.211951000,328.1,94.289,76.19,,
T,36.665005000,-87.213513000,327.8,94.550,261.09,,
T,36.665393000,-87.213814000,328.1,94.601,50.77,,
T,36.665515000,-87.213909000,328.0,94.617,15.98,,
T,36.665952000,-87.214253000,327.7,94.674,57.42,,
T,36.666021000,-87.214307000,327.9,94.684,9.05,,
T,36.666639000,-87.214802000,327.3,94.765,81.62,,
T,36.667001000,-87.215090000,327.5,94.813,47.71,,
T,36.668540000,-87.216307000,327.6,95.015,202.50,,
T,36.669370000,-87.216959000,327.8,95.124,109.00,,
T,36.670593000,-87.217921000,327.8,95.285,160.67,,
T,36.672889000,-87.219747000,327.5,95.588,302.59,,
T,36.673363000,-87.220119000,327.8,95.650,62.23,,
T,36.673363000,-87.220119000,327.8,95.650,0.00,,
T,36.673366000,-87.220122000,321.3,95.650,0.43,,
T,36.674053000,-87.220661000,327.8,95.740,90.19,,
T,36.675890000,-87.222121000,327.5,95.982,242.05,,
T,36.677931000,-87.223735000,327.6,96.251,268.54,,
T,36.681031000,-87.226192000,327.6,96.659,408.14,,
T,36.681940000,-87.226912000,327.6,96.779,119.65,,
T,36.684281000,-87.228769000,327.5,97.087,308.28,,
T,36.685106000,-87.229424000,327.5,97.196,108.67,,
T,36.686030000,-87.230157000,327.5,97.317,121.68,,
T,36.686125000,-87.230231000,328.0,97.330,12.45,,
T,36.686559000,-87.230568000,328.1,97.387,56.80,,
T,36.686877000,-87.230821000,327.5,97.429,41.91,,
T,36.687982000,-87.231700000,327.5,97.574,145.63,,
T,36.689383000,-87.232801000,327.8,97.758,183.99,,
T,36.690960000,-87.234058000,327.4,97.966,207.96,,
T,36.691821000,-87.234734000,327.8,98.079,113.04,,
T,36.692433000,-87.235222000,327.4,98.160,80.71,,
T,36.692464000,-87.235247000,327.1,98.164,4.10,,
T,36.692754000,-87.235469000,328.5,98.202,37.81,,
T,36.693057000,-87.235693000,329.3,98.241,39.13,,
T,36.694453000,-87.236683000,330.4,98.419,178.40,,
T,36.695531000,-87.237456000,330.1,98.558,138.14,,
T,36.695688000,-87.237569000,330.0,98.578,20.14,,
T,36.696967000,-87.238473000,330.5,98.741,163.31,,
T,36.698460000,-87.239539000,330.2,98.932,191.11,,
T,36.699245000,-87.240095000,330.4,99.032,100.29,,
T,36.700169000,-87.240786000,329.1,99.152,119.70,,
T,36.701538000,-87.241733000,331.0,99.326,173.90,,
T,36.701673000,-87.241829000,330.3,99.343,17.26,,
T,36.705074000,-87.244241000,330.4,99.778,434.62,,
T,36.705535000,-87.244577000,329.7,99.837,59.32,,
T,36.706076000,-87.244995000,328.2,99.908,70.71,,
T,36.706261000,-87.245150000,326.1,99.933,24.76,,
T,36.706386000,-87.245255000,326.0,99.949,16.75,,
T,36.706439000,-87.245299000,326.4,99.956,7.07,,
T,36.706905000,-87.245716000,324.3,100.020,63.74,,
T,36.707382000,-87.246156000,323.5,100.086,65.94,,
T,36.708553000,-87.247207000,324.3,100.246,160.33,,
T,36.710027000,-87.248546000,323.9,100.449,202.66,,
T,36.712051000,-87.250370000,324.2,100.727,277.50,,
T,36.712751000,-87.251008000,323.8,100.823,96.35,,
T,36.713076000,-87.251295000,324.7,100.867,44.25,,
T,36.713747000,-87.251905000,323.9,100.960,92.28,,
T,36.714591000,-87.252671000,324.0,101.076,116.00,,
T,36.716504000,-87.254398000,324.1,101.338,262.44,,
T,36.717019000,-87.254872000,323.6,101.409,71.13,,
T,36.717113000,-87.254959000,323.4,101.422,13.01,,
T,36.717371000,-87.255218000,321.2,101.459,36.81,,
T,36.717572000,-87.255420000,321.1,101.488,28.69,,
T,36.717851000,-87.255719000,319.3,101.528,40.89,,
T,36.717868000,-87.255739000,316.7,101.531,2.60,,
T,36.718041000,-87.255933000,318.0,101.557,25.86,,
T,36.718215000,-87.256129000,317.9,101.583,26.07,,
T,36.718645000,-87.256616000,317.8,101.648,64.58,,
T,36.718713000,-87.256692000,318.1,101.658,10.15,,
T,36.718937000,-87.256946000,317.7,101.691,33.66,,
T,36.719431000,-87.257511000,317.5,101.766,74.52,,
T,36.719464000,-87.257549000,317.3,101.771,4.99,,
T,36.719640000,-87.257750000,317.5,101.797,26.53,,
T,36.719877000,-87.258019000,317.7,101.833,35.63,,
T,36.719964000,-87.258124000,315.9,101.847,13.46,,
T,36.720143000,-87.258342000,315.7,101.874,27.82,,
T,36.720390000,-87.258642000,315.8,101.913,38.34,,
T,36.720443000,-87.258710000,314.2,101.921,8.46,,
T,36.720516000,-87.258804000,314.1,101.933,11.67,,
T,36.720763000,-87.259134000,313.0,101.973,40.25,,
T,36.720780000,-87.259159000,310.3,101.976,2.92,,
T,36.721154000,-87.259685000,311.6,102.039,62.70,,
T,36.721322000,-87.259931000,310.4,102.068,28.82,,
T,36.721745000,-87.260522000,311.8,102.138,70.65,,
T,36.722450000,-87.261539000,310.9,102.258,119.90,,
T,36.722683000,-87.261876000,310.8,102.298,39.69,,
T,36.723025000,-87.262367000,311.0,102.356,58.00,,
T,36.723413000,-87.262927000,310.8,102.422,66.00,,
T,36.723589000,-87.263181000,310.8,102.452,29.94,,
T,36.723985000,-87.263757000,310.6,102.519,67.67,,
T,36.724154000,-87.263994000,311.7,102.548,28.28,,
T,36.724819000,-87.264945000,311.1,102.660,112.53,,
T,36.725123000,-87.265381000,311.0,102.712,51.53,,
T,36.725364000,-87.265732000,310.6,102.753,41.21,,
T,36.725430000,-87.265827000,310.9,102.764,11.21,,
T,36.725519000,-87.265953000,311.4,102.779,14.97,,
T,36.725800000,-87.266353000,311.2,102.827,47.43,,
T,36.725843000,-87.266415000,310.9,102.834,7.31,,
T,36.725966000,-87.266591000,311.1,102.855,20.82,,
T,36.726327000,-87.267113000,310.8,102.916,61.48,,
T,36.726427000,-87.267259000,310.5,102.933,17.12,,
T,36.726670000,-87.267609000,310.9,102.975,41.29,,
T,36.727020000,-87.268116000,310.7,103.034,59.66,,
T,36.727230000,-87.268420000,310.8,103.070,35.78,,
T,36.727571000,-87.268913000,310.8,103.128,58.06,,
T,36.728829000,-87.270761000,310.3,103.344,216.19,,
T,36.729288000,-87.271420000,311.0,103.422,77.84,,
T,36.730358000,-87.272985000,310.5,103.605,183.42,,
T,36.730892000,-87.273770000,310.3,103.697,91.81,,
T,36.731153000,-87.274165000,309.5,103.743,45.65,,
T,36.731521000,-87.274754000,307.9,103.810,66.60,,
T,36.731752000,-87.275149000,306.1,103.853,43.61,,
T,36.731975000,-87.275544000,305.2,103.896,43.10,,
T,36.732505000,-87.276521000,304.1,104.001,105.24,,
T,36.737581000,-87.285902000,304.0,105.011,1009.65,,
T,36.737581000,-87.285902000,304.0,105.011,0.00,,
T,36.737609000,-87.285954000,303.9,105.017,5.59,,
T,36.742639000,-87.295256000,304.0,106.018,1000.90,,
T,36.742883000,-87.295703000,304.3,106.066,48.24,,
T,36.743098000,-87.296099000,304.1,106.109,42.66,,
T,36.743972000,-87.297707000,304.1,106.282,173.29,,
T,36.744670000,-87.299001000,303.9,106.421,139.12,,
T,36.745786000,-87.301070000,303.9,106.643,222.44,,
T,36.746657000,-87.302691000,303.8,106.817,174.07,,
T,36.746851000,-87.303062000,303.1,106.857,39.51,,
T,36.747202000,-87.303689000,304.9,106.925,68.21,,
T,36.748167000,-87.305483000,303.9,107.118,192.71,,
T,36.748928000,-87.306888000,304.1,107.269,151.25,,
T,36.752358000,-87.313227000,304.0,107.951,682.15,,
T,36.752654000,-87.313780000,303.7,108.011,59.31,,
T,36.752945000,-87.314335000,303.2,108.070,59.15,,
